ticker,longName,currency,sector,industry,marketCap,trailingPE,forwardPE,priceToBook,enterpriseToEbitda,dividendYield,freeCashflow,returnOnEquity,returnOnAssets,profitMargins,operatingMargins,debtToEquity,earningsGrowth,revenueGrowth,trailingEps,forwardEps,longBusinessSummary
TGS.OL,TGS ASA,NOK,Energy,Oil & Gas Equipment & Services,28414332928.0,31.572054,11.868839,1.5658177,45.98,4.02,151087504.0,0.04982,0.06323,0.07195,0.34102002,41.16,,0.116,4.58,12.183164,"TGS ASA provides geoscience data services to the oil and gas industry in Norway and internationally. It operates through Multi client, Marine Data Acquisition (MDA), Imaging, New Energy Solutions (NES), and Shared Services segments. The company offers seismic data using robust technology and imaging solutions; well data recorded expertly matched and validated, from permit to abandonment; carbon storage and monitoring solutions; wind energy data partner throughout the wind development lifecycle; solar operations; and asset management services. It also offers applications for oil and gas, new energies, data platforms, and ai/machine learning. TGS ASA has a agreement with Ministry of Hydrocarbon and Mining Development of the Republic of Equatorial Guinea to create an offshore MegaSurvey. The company was formerly known as TGS-NOPEC Geophysical Company ASA and changed its name to TGS ASA in June 2021. TGS ASA was founded in 1981 and is headquartered in Oslo, Norway."
REY.MI,Reply S.p.A.,EUR,Technology,Information Technology Services,4224974080.0,16.661892,13.977157,2.8087718,8.857,1.16,249490128.0,0.18087,0.093030006,0.10175,0.15726,11.87,-0.136,0.08,6.98,8.32072,"Reply S.p.A. provides consulting, system integration, and digital services based on communication channels and digital media in Italy and internationally. It offers Axulus Reply, an engineering platform for the industrial sector with generative AI functionalities; Brick Reply, a digital as a service platform that enables the transformation of industrial operations; Discovery Reply, a platform that centralizes and manages the life cycle of digital content, such as images, videos, audio, 3D models, and documents; and Lea Reply, platform for supply chain execution processes. The company also provides TamTamy Reply, a platform for the creation, management, and orchestration of agentic AI solutions in enterprise environments; TamTamy Reply, an enterprise social network platform for corporate communication and collaboration; Ticuro Reply, a modular platform that enables processes to support prevention and continuity of care remotely for digital healthcare; and X-RAIS Reply, an artificial intelligence solution for radiological diagnosis processes through deep learning. The company serves automotive and manufacturing, energy and utilities, financial services, logistics, retail and consumer products, and telco and media industries. The company has a strategic collaboration with European Institute Of Oncology for the development and training of domain-specific Large Language Models for oncology. Reply S.p.A. was founded in 1995 and is headquartered in Turin, Italy."
NOD.OL,Nordic Semiconductor ASA,NOK,Technology,Semiconductors,35405336576.0,121.76871,36.98347,5.400219,634.507,,-35840124.0,0.05032,0.02703,0.04235,0.102060005,22.978,0.577,0.332,1.47,4.84,"Nordic Semiconductor ASA, a fabless semiconductor company, provides low power wireless connectivity solutions in Europe, the Americas, and the Asia Pacific. The company offers cellular IoT that comprises NB-IoT and LTE-M; non-terrestrial networks; Wi-Fi solutions; Bluetooth low energy System-on-Chip (SoC); Bluetooth direction finding solution; DECT NR+, a non-cellular radio standard; Thread, an IP-based wireless networking protocol solution; nRF52 and nRF51 wireless SoCs; and range extenders, as well as Bluetooth LE audio, Bluetooth mesh, and Zigbee products. It also provides Matter, a Connected Home over IP solution; Amazon sidewalk; multiprotocol SoCs; Bluetooth wireless technology; security solution; Edge AI; ANT solutions, including wireless multiprotocol SoCs supporting the ANT wireless protocol; and KNX IoT. In addition, the company offers power management integrated circuits (PMIC) comprising nPM1100 PMIC, nPM1300 PMIC, nPM2100, and nPM6001 PMIC; cloud services, such as location, security, and device management services; nRF Cloud solution; and application specific integrated circuits and related consulting services. Its products are used for consumer devices, including asset tracking, audio, education, HID, smart home and remotes, gaming, virtual reality and augmented reality products, and wearables; for industrial automation, such as automotive, beacons, building automation, professional lighting, transportation, retail, and smart agriculture and metering; and healthcare devices that include connected health and sports and fitness. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway."
UTG.L,Unite Group PLC,GBp,Real Estate,REIT - Diversified,2427496448.0,,11.23104,0.53749007,20.668,7.76,63787500.0,-0.107700005,0.0198,-1.22448,0.56138,46.651,,0.124,-0.98,0.42062,"Unite Group PLC is the UK's largest owner, manager and developer of purpose-built student accommodation (PBSA) serving the country's world-leading higher education sector. Its property portfolio includes the Unite Students and Hello Student brands. Together, the Group provides homes for 72,000 students across 207 properties in 29 leading university towns and cities. The firm currently partners with over 60 universities across the UK. The people are driven by a shared purpose, (to provide a home for success for the students who live with us). The firm's accommodation is safe, secure, high quality and affordable, with students living predominantly in en-suite study bedrooms. Rents are all inclusive, covering bills, insurance, 24 hour security and high speed Wi Fi. Unite Group are committed to raising standards across the student accommodation sector for their customers, investors and employees. Their Sustainability Strategy includes a commitment to become net zero carbon across our operations and developments by 2030. Unite Group PLC was incorporated in 1991 in United Kingdom."
BWY.L,Bellway p.l.c.,GBp,Consumer Cyclical,Residential Construction,2349382144.0,15.870368,12.840576,0.69470686,8.222,3.44,104912496.0,0.044510003,0.037720002,0.054569997,0.1046,5.393,-0.002,0.063,1.32,1.63146,"Bellway p.l.c., together with its subsidiaries, engages in the homebuilding business in the United Kingdom. It builds and sells homes ranging from one-bedroom apartments to six-bedroom family homes, as well as provides homes to housing associations for social housing. It offers homes under Bellway, Ashberry, and Bellway London brands. The company was founded in 1946 and is headquartered in Newcastle upon Tyne, the United Kingdom."
PNN.L,Pennon Group Plc,GBp,Utilities,Utilities - Regulated Water,2164506880.0,24.136843,13.74206,1.5363485,13.373,6.51,-342224992.0,0.0647,0.02737,0.07091,0.25051,347.103,,0.217,0.19,0.33372,"Pennon Group Plc provides water and wastewater services in the United Kingdom. The company operates through two segments, Water and Non-Household Retail. It is also involved in renewable energy generation activities, as well as provides water retail services. Pennon Group Plc was incorporated in 1989 and is based in Exeter, the United Kingdom."
BKW.SW,BKW AG,CHF,Utilities,Utilities - Renewable,6627968512.0,17.493036,15.918884,1.2028462,11.421,3.08,169600000.0,0.06959,0.02631,0.0881,0.11269,31.646,0.079,0.009,7.18,7.89,"BKW AG, an energy and infrastructure company, plans, builds, and operates infrastructure to produce and supply energy to businesses, households, and the public sector in Switzerland, Germany, Italy, France, and internationally. It operates in three segments: Energy Solutions, Power Grid, and Infrastructure & Buildings. The Energy Solutions segment builds, operates, and maintains its portfolio of power plants. This segment also sells energy; trades in electricity, certificates, and raw materials; and offers wind, solar, and smart energy services. Its Power Grid segment builds, operates, and maintains the company's distribution grid. The Infrastructure and Buildings segment offers engineering planning and consulting services for energy, infrastructure, and environmental projects; integrated building technology solutions; and construction and maintenance services in the fields of energy, telecommunications, transport and water utility networks. It also provides digital business models for renewable energy. The company was formerly known as BKW FMB Energie AG and changed its name to BKW AG in December 2011. BKW AG was founded in 1898 and is headquartered in Bern, Switzerland."
IFCN.SW,INFICON Holding AG,CHF,Technology,Scientific & Technical Instruments,4058263040.0,50.764526,29.208473,11.952196,26.448,1.26,84141376.0,0.24529,0.12818,0.13475001,0.1891,25.366,0.281,0.164,3.27,5.6832824,"INFICON Holding AG develops instruments for gas analysis, measurement, and control in Switzerland and internationally. The company offers industrial gas analyzers, mass spectrometers, and process control sensors; vacuum gauges, controllers, components, and feedthroughs; leak detectors; thin film controllers; application-based software solutions; quartz crystal, RF sensing, and xParts coating technologies; chemical detectors and monitors; micro gas chromatography; and service tools. It also provides toxic chemical analysis products for emergency response, security, and environmental monitoring, as well as instruments for energy and petrochemical applications. The company's analysis, measurement, and control products are used for gas leak detection in air conditioning, refrigeration, and automotive manufacturing; and for equipment manufacturers and end-users in the fabrication of semiconductors and thin film coatings for optics, flat panel displays, solar cells, LED lighting, and industrial vacuum coating applications. Its products are also used in the life sciences, research, aerospace, packaging, heat treatment, laser cutting, and other industrial sectors. The company was founded in 2000 and is based in Bad Ragaz, Switzerland."
AG1.DE,AUTO1 Group SE,EUR,Consumer Cyclical,Auto & Truck Dealerships,4190096384.0,51.18919,19.083124,5.4316034,34.672,,53774624.0,0.114250004,0.02977,0.00897,0.01456,209.561,0.537,0.234,0.37,0.9925,"AUTO1 Group SE, a technology company, operates a digital automotive platform for buying and selling used cars online in Germany, France, Spain, Italy, and internationally. The company operates in two segments, Merchant and Retail. It is involved in the operation of AUTO1.com platform for the sale of used cars to commercial dealers; Autohero.com for the sale of used cars to private customers; and wirkaufendeinauto.de, an online platform to sell used cars to AUTO1. The company was founded in 2012 and is based in Berlin, Germany."
IVG.MI,Iveco Group N.V.,EUR,Industrials,Farm & Heavy Construction Machinery,3755490048.0,61.304348,6.7113137,1.5216923,16.873,2.35,1467874944.0,0.02429,0.01049,0.09864,0.03454,233.426,-0.642,0.073,0.23,2.10093,"Iveco Group N.V. engages in the design, production, marketing, sale, servicing, and financing of trucks, commercial vehicles, buses, specialty vehicles, combustion engines, alternative propulsion systems, transmissions, axles, and engines in Europe, South America, North America, and internationally. It operates in four segments: Truck, Bus, Powertrain, and Financial Services. The company offers light, medium, and heavy vehicles for the transportation and distribution of goods under the IVECO brand; and minibuses, city buses, intercity buses, and coaches for tour and intercity bus service operators, and transport authorities under the IVECO BUS and HEULIEZ brands. It also designs, manufactures, and distributes combustion engines, alternative propulsion systems, transmission systems, and axles for on- and off-road applications, agricultural and construction equipment, and marine and power generation applications under the FPT Industrial brand. In addition, the company offers financial products and services to dealers and customers; retail financing services to customers for the purchase or lease of new and used vehicles sold by brand dealers and distributors; wholesale financing consisting primarily of floor plan financing, which allows dealers to purchase and maintain a representative inventory of products; and discounts on non-dealer trade receivables. Further, it provides ePropulsion products, including eAxles, central drives, and electric drive units; energy storage systems, battery packs, and battery management systems; fuel-cell electric solutions and hybrid vehicle solutions, such as electric assist systems; and fuel cell electric vehicles. Iveco Group N.V. was founded in 1864 and is headquartered in Turin, Italy."
VPK.AS,Koninklijke Vopak N.V.,EUR,Energy,Oil & Gas Midstream,5408599040.0,11.519418,12.531354,1.6484318,13.067,5.23,84443200.0,0.15438,0.03517,0.35312,0.31957,86.286,-0.528,0.066,4.12,3.7873,"Koninklijke Vopak N.V., an independent tank storage company, stores and handles liquid chemicals, gases, and oil products to the energy and manufacturing markets worldwide. It operates gas, industrial, chemical, and oil terminals and owns and operates facilities consisting of tanks, jetties, truck loading stations, and pipelines. The company also stores and handles chemicals, such as methanol, xylenes, styrene, alpha olefins, and mono-ethylene glycol; gas, including liquefied natural gas, liquid petroleum gas, ethylene, butadiene, and ammonia; oil products consisting of crude oil, fuel oil, diesel, jet fuel, gasoline, and naphtha; and vegoils and biofuels comprising ethanol, biodiesel, and sustainable aviation fuel. In addition, it is involved in the development of infrastructure solutions for hydrogen, ammonia, CO2, battery energy storage, and low-carbon fuels and feedstocks. It serves producers, manufacturers, distributors, governments, and traders. The company was founded in 1616 and is based in Rotterdam, the Netherlands. Koninklijke Vopak N.V. operates as a subsidiary of HAL Trust."
ALLFG.AS,Allfunds Group plc,EUR,Financial Services,Asset Management,5454920704.0,130.07143,16.65234,2.9276526,6.85,2.22,82104128.0,0.02152,0.03083,0.06062,0.42869,0.778,0.919,0.065,0.07,0.54677,"Allfunds Group plc, together with its subsidiaries, operates as a B2B WealthTech company that connects fund houses and distributors in the United Kingdom and internationally. It operates through two segments, Net Platform, and Net Subscription and Other Revenues. The company offers Connect, an Allfunds professional workstation; and Nextportfolio, a portfolio management system; and end-investor platform for wealth management needs of asset managers, banks, wealth managers, and insurance companies. It also provides ESG solutions, such as ESG scoring, reporting, portfolio advisory and construction, audit and certification, analysis, investment proposal generator, reporting generator, and monitoring; model portfolio advisory, bespoke reporting, private assets, audit and certification, fund selection, and regulatory implementation services; and Sustainability Navigator, a tool for constructing sustainable investment portfolios in line with SFDR regulation. In addition, the company offers regulatory reporting corner, a specialized platform to provide fund registration, regulatory reporting, and distribution, as well as generate fund regulatory reporting. Further, it provides investment solutions for Distributors and Fund Houses, including Management Company (ManCo) white label services in connection with the creation and distribution of UCITs funds; White Label Fund Hosting Platform that provides supports mutual funds and ETFs; Allfunds Navigator which provides market insights and identify opportunities; and Allfunds Blockchain solutions. The company serves private bank, insurance, asset management, bank, custodian, and other customers. The company was founded in 2000 and is based in London, the United Kingdom."
SUN.SW,Sulzer AG,CHF,Industrials,Specialty Industrial Machinery,5024496128.0,16.71171,13.77592,3.8270106,10.269,3.24,67462496.0,0.24714,0.06021,0.087,0.12197,90.64,0.083,-0.041,8.88,10.77242,"Sulzer AG develops and sells products and services for fluid engineering and chemical processing applications worldwide. It operates through Flow, Services, and Chemtech divisions. The Flow division provides pumps, agitators, compressors, grinders, screens, and filters for water, oil and gas, power, chemicals, and industrial. Its Services division offers parts, as well as maintenance and repair solutions for pumps, turbines, compressors, motors, and generators. This division services its original equipment, as well as associated third-party rotating equipment. The Chemtech division provides mass transfer, static mixing, and polymer solutions for chemicals, petrochemicals, refining, and LNG. It also offers ecological solutions, such as bio-based chemicals, polymers and fuels, and recycling technologies for plastic, as well as carbon capture and utilization / storage. The company was founded in 1834 and is headquartered in Winterthur, Switzerland."
FDJU.PA,FDJ United,EUR,Consumer Cyclical,Gambling,4074820352.0,169.61539,8.37766,7.044728,5.661,9.49,379687488.0,0.03246,0.05659,0.0066799996,0.1285,382.645,,-0.045,0.13,2.632,"FDJ United engages in the gambling operation and distribution business in France and internationally. The company operates through Lottery and Sports Betting; Online Betting and Gaming; International Lottery; and Payment and Services segments. It offers prize draws, such as Loto and Euromillions, as well as Illiko instant games; online offer (open to competition), including sports betting and horse-race betting, poker and casino games; and payment and collection service through a network of pointofsale registered as agents. The company also provides B2B solutions; and owns Relax Gaming, a supplier of online gambling products. The company was formerly known as La Française des Jeux Société anonyme and changed its name to FDJ United in March 2025. FDJ United was founded in 1933 and is based in Boulogne-Billancourt, France."
MOBN.SW,Mobimo Holding AG,CHF,Real Estate,Real Estate Services,2557145344.0,12.172218,24.285488,1.1855333,30.031,1.49,35984624.0,0.10205,0.02158,0.59653,0.44876,90.51,0.125,-0.027,28.22,14.14425,"Mobimo Holding AG, together with its subsidiaries, operates as a real estate company in Switzerland. It operates in two segments, Real Estate and Development. The Real Estate segment engages in the portfolio management; purchase and sale of investment properties; initial letting and reletting of investment properties; sale of condominium; and property management, such as tasks and services of site management, property management, and facility management. The Development segment is involved in the development of investment properties, construction projects for third-party investors, and condominiums; acquisition of sites and building plots for development activities; construction projects; monitoring construction activity; and management of quality assurance process during the construction phase. The company was founded in 1999 and is headquartered in Lucerne, Switzerland."
FPE3.DE,Fuchs SE,EUR,Basic Materials,Specialty Chemicals,5423400448.0,15.984557,15.513927,2.6480749,9.482,2.96,218748992.0,0.17584999,0.10803001,0.09038,0.12816,8.63,0.328,0.215,2.59,2.66857,"Fuchs SE, together with its subsidiaries, develops, produces, and distributes specialty lubricants and functional fluids in Europe, the Middle East, Africa, the Asia Pacific, and North and South America. The company offers automotive and industrial lubricants, such as biodegradable lubricants, central and mobile hydraulic oils, dry coatings, engine and gear oils, motorcycle/two wheelers, service fluids, chain lubricants, machine oils, open gear lubricants, compressor and refrigeration oils, release agents, slideways oils, fluids and industrial oils, hydraulic oils, and textile machine and turbine oils, as well as various oils for the agriculture sector. It also provides lubricating greases comprising assembly pastes, biodegradable and food grade greases, multi-purpose/long-life greases, pastes for extreme temperatures, perfluorinated pastes, and wheel bearing greases, as well as gear boxes; and greases for central lubricating systems, extreme temperature, machine tools, plain and roller bearings, rail vehicles, spray cans or rattle cans, and solid lubricants. In addition, the company offers metal processing lubricants consisting of cleaners, corrosion preventives, cutting and grinding, forming lubricants, and quenching oils; and special application lubricants for lubricating oils and pastes, adhesive lubricants, concrete and asphalt release agents, solid film and food grade lubricants, metal forming lubricants, corrosion protection and rust looseners, cleaners and protective agents, sprays, and application equipment. Further, it offers open gear and surface coating services. The company serves the automotive, industry, engineering, construction, mining, transport, heavy duty, steel and cement, aerospace, wind energy, and food sectors. The company was formerly known as Fuchs Petrolub SE and changed its name to Fuchs SE in July 2023. Fuchs SE was founded in 1931 and is headquartered in Mannheim, Germany."
LATO-B.ST,Investment AB Latour (publ),SEK,Industrials,Conglomerates,132978196480.0,19.980787,,3.0368512,31.665,2.46,2600499968.0,0.15605,0.03757,0.23736,0.12844,42.22,1.485,0.018,10.41,,"Investment AB Latour (publ) is an investment firm. The firm prefer to invest in companies for long term with Development, manufacture and marketing of proprietary products under their own brands. It prefer to invest in companies with 10 percent average annual growth over a business cycle, 10 percent operating margin over a business cycle, and 15 - 20 percent return on operating capital over a business cycle. It takes an active role on the board of its investee company. The firm was previously known as AB Hevea. Investment AB Latour (publ) was founded in 1984 and is based in Gothenburg, Sweden with an additional office in Malmo, Sweden and Stockholm, Sweden."
RBREW.CO,Royal Unibrew A/S,DKK,Consumer Defensive,Beverages - Brewers,19629056000.0,12.675023,11.000347,3.1926198,8.885,3.83,1247000064.0,0.26147,0.074200004,0.1018,0.17013,107.294,0.038,-0.003,32.71,37.68972,"Royal Unibrew A/S engages in the production of beverages in Denmark, Germany, Norway, Sweden, Italy, the Netherlands, France, Finland, Lithuania, Latvia, Estonia, Belgium, Luxembourg, and internationally. It offers soft drinks under the Faxe Kondi, Jaffa, Lemon Soda, Lorina, Royal Club, Fonti di Crodo, Adelhardt, Frem, Rebæl, Crystal Clear, Sisi, Sourcy Vitamin Water, Borg, Hansa, CB, and Pommac brands, as well as other partner brands. The company also provides energy drinks under the Faxe Kondi Booster, CULT, Crazy Tiger, Lemon Soda Energy, Jaffa Booster, and ED energy brands; water under the Novelle, Egekilde, Sourcy, Vichy Original, Olden, Mangali, and other partner brands; and malt beverages under the Vitamalt, Supermalt, and Powermalt brands. In addition, it offers beers under the Ceres Italy, Faxe, Royal, Hansa, Anarkist, Lapin Kulta, Amsterdam, Bauskas, Albani, Too Old To Die Young, Slots, Fuglsang, Thor, Nørrebro Bryghus, Schiøtz, Ceres Denmark, Borg, Kalnapilis, Helsinki Bryggeri, Tanker, Vilkmergés, Aura, Nøgne Ø, CB, Madonas Alus, Lielvardes, Frederikstad, Karjala, Lahden Erikois, Maltti, Lacplesis and other partner brands. Further, the company provides ready-to-drink products, cocktails, and ciders under the Original Long Drink, Grevens, Shaker, Tempt Cider, GiG Drinks, Mokai, Nohrlund, Happy Joe, Hartwall Seltzer, Hartwall Cocktails, Hansa Hard Seltzer, Urban Cocktails, Royale Cocktail Co., Lielvardes Sidrs, Vilkmerges Sidras, Strongbow, and other partner brands. Additionally, it offers juice under the Cido, Adelhardt, Looza, Pagoi, and Ranja brands; enhanced beverages under the Faxe Kondi Pro, Hartwall Sport, Cido Hydrate+, Sourcy Vitamin water, and Gatorda; and tea and coffee under partner brands. The company was formerly known as Bryggerigruppen A/S and changed its name to Royal Unibrew A/S in 2005. Royal Unibrew A/S was founded in 1901 and is headquartered in Faxe, Denmark."
VATN.SW,Valiant Holding AG,CHF,Financial Services,Banks - Regional,2376979200.0,15.125376,13.208397,0.85999924,,3.97,,0.057800002,0.00411,0.28438,0.37473,,,0.014,9.97,11.41698,"Valiant Holding AG, together with its subsidiaries, provides financial products and services in the areas of financing, payments, savings, investments, and retirement planning in Switzerland. The company offers savings; real estate financing; loans for working capital and other basic services for businesses; unsecured and consumer loans; payment transactions and other banking transactions through Valiant app; and retirement planning and investment solutions, as well as personal advisory services. It serves private clients, affluent clients, self-employed individuals and small companies, and medium-sized companies. The company was founded in 1824 and is based in Bern, Switzerland."
COV.PA,Covivio,EUR,Real Estate,REIT - Diversified,5272485888.0,8.10204,9.351005,0.623601,19.435,7.8,-5062500.0,0.08525,0.02113,0.55915,0.74424005,83.059,-0.25,0.045,5.88,5.09464,"Covivio is drawing on its history of partnership, its property expertise and its European culture, Covivio is shaping today's user experience and designing the city of tomorrow. As a leading property player operating primarily at European level, Covivio builds close relationships with end users, understands their aspirations, combines working, travelling and living, and collaborates in creating vibrant spaces. As a leading European operator with 24.2 Bn euro in assets under management, Covivio supports businesses, hotel brands and local authorities in addressing their challenges relating to attractiveness, transformation and responsible performance. Building well-being and lasting connections is Covivio's raison d'être, which defines its role as a responsible property operator towards all its stakeholders: clients, shareholders and financial partners, internal teams, local authorities and future generations. Furthermore, its dynamic approach to property opens up exciting project opportunities and career paths for its teams. Covivio was incorporated in 1963 and is incorporated in France."
CMBN.SW,Cembra Money Bank AG,CHF,Financial Services,Banks - Regional,2602041088.0,13.869426,12.276389,2.0012407,,5.26,,0.14651,0.02355,0.39818,0.49657002,,0.057,-0.021,6.28,7.09492,"Cembra Money Bank AG provides consumer finance products and services in Switzerland. The company offers savings and deposit products; cash and personal loans, and auto loans and leasing products; credit card and invoice financing receivables; leasing services for new and used vehicles, including cars, light commercial vehicles, motorcycles, and caravans, as well as corporate leasing services; and investment securities comprising debt securities. It also provides financial protection products for involuntary unemployment, accident, illness, or disability; travel, cyber, and card protection insurance products; car insurance products; investment products; and credit cards, mobile payment, and online banking services. The company serves private and self-employed individuals, and small enterprises. It operates through a network of branches and online distribution channels; and credit card partners, independent intermediaries, and car dealers. The company was formerly known as GE Money Bank Aktiengesellschaft and changed its name to Cembra Money Bank AG in October 2013. Cembra Money Bank AG was founded in 1912 and is headquartered in Zurich, Switzerland."
FTK.DE,flatexDEGIRO SE,EUR,Financial Services,Capital Markets,3227068928.0,16.391304,12.457972,3.311011,,1.0,,0.21677,0.02696,0.31379998,0.55789,16.489,0.559,0.282,1.84,2.42094,"flatexDEGIRO SE, together with its subsidiaries, provides online brokerage and IT solutions for banking and securities in Europe. The company operates through two segments, flatex and DEGIRO. The company offers online brokerage services, including execution-only securities transactions under the flatex brand; funds, saving plans, stocks, crypto, exchange-traded products, and exchange-traded funds; and services for professional traders under the ViTrade brand. It also provides securities settlement and payment transaction processing services; development and operation of securities settlement; business process outsourcing; securities-backed loans; and treasury products, such as overnight and fixed-term deposits, bank and government bonds, cash loans, and mortgage bonds, as well as undertakings for collective investment in transferable securities and special funds. In addition, the company purchases, develops, produces, distributes, and maintains software and hardware; and supplies and operates information technology infrastructure. Further, it offers Core Banking System, a platform for the technological mapping of business processes for bank operations. The company was formerly known as flatexDEGIRO AG and changed its name to flatexDEGIRO SE in December 2025. flatexDEGIRO SE was founded in 1999 and is based in Frankfurt am Main, Germany."
SCYR.MC,"Sacyr, S.A.",EUR,Industrials,Engineering & Construction,3312515840.0,24.505882,18.249517,3.2194743,8.777,4.8,682962496.0,0.11863,0.03877,0.027490001,0.21604,416.942,9.856,0.121,0.17,0.22828,"Sacyr, S.A. engages in the development and operation of infrastructure concessions worldwide. It is involved in the infrastructure development, such as transportation, sanitation, water, and waste treatment; development of large-scale civil engineering, industrial transport infrastructure, and building projects; water treatment, purification, desalination, purification, and reuse, as well as operation and maintenance of facilities. The company was formerly known as Sacyr Vallehermoso S.A. and changed its name to Sacyr, S.A. in August 2013. Sacyr, S.A. is based in Madrid, Spain."
COTN.SW,Comet Holding AG,CHF,Technology,Scientific & Technical Instruments,2628042496.0,169.1,22.557795,8.225509,55.436,0.15,-16973124.0,0.0496,0.03974,0.033180002,0.08502,27.815,0.331,0.056,2.0,14.9926,"Comet Holding AG, together with its subsidiaries, provides X-ray and radio frequency (RF) power technology solutions in Europe, North America, Asia, and internationally. It operates through three divisions: Plasma Control Technologies, X-Ray Systems, and Industrial X-Ray Modules. The Plasma Control Technologies division develops, manufactures, and markets vacuum capacitors, RF generators, and RF impedance matching networks for the high-precision control of plasma processes required in the production of memory chips and flat panel displays. The X-Ray Systems division develops, manufactures, and markets compact x-ray and provides related services, for non destructive examination using x-ray computed tomography. The Industrial X-Ray Modules division develops, manufactures, and markets compact X-ray sources and portable X-ray modules for non-destructive examination, steel metrology, and security inspection. The company offers its products under the Comet and Comet Yxlon brands. The company serves manufacturers in the semiconductor, aerospace, automotive, and security sectors. Comet Holding AG was founded in 1948 and is headquartered in Flamatt, Switzerland."
SWEC-B.ST,Sweco AB (publ),SEK,Industrials,Engineering & Construction,46022074368.0,20.222221,17.621023,3.6371942,12.896,2.89,3048999936.0,0.18761,0.077870004,0.069910005,0.10446999,56.526,0.212,0.094,6.3,7.23,"Sweco AB (publ) provides architecture and engineering consultancy services worldwide. The company operates through Buildings and Urban Areas; Water, Energy, and Industry; Transportation Infrastructure; and Architecture segments. It provides energy analysis and environmental certification, fire safety engineering and risk analysis, and HVAC and sanitation, as well as design of electrical, telecom, and security systems; building construction and industrial structures design, and construction economics, as well as steel, timber, and glass structures design; statistics and forecasts, analysis and strategy, studies, and planning and design; project and design management, property development and management, and site supervision; and systems development and big data, data coordination and BIM, 3D visualization and geographical analyses, and strategy and operational support services, as well as Twinfinity, a BIM platform. The company offers energy production studies, transmission and distribution planning, and energy market analysis and optimization advice; water and wastewater engineering, water resource planning, urban water management, and design of flood protection structures; waste management planning and advice, environmental studies and impact assessments, and chemical substances and associated legislation; and process engineering, plant design, and logistics planning services. It provides road and land use planning, rock excavation design and geotechnical engineering, bridge design, port master planning, and surveying; tracks, electricity, signaling, telecoms, and operation and maintenance; and capacity, accessibility, and strategic planning services, as well as intelligent transportation systems. The company also offers urban planning; landscape, building, and interior architecture; and cultural heritage and lighting design services. The company was founded in 1889 and is headquartered in Stockholm, Sweden."
KMAR.OL,Kongsberg Maritime ASA,NOK,Industrials,Aerospace & Defense,,19.920792,17.590078,6.386626,14.868,,,,,0.098050006,0.101940006,22.809,,0.05,3.03,3.43148,"Kongsberg Maritime ASA, along with its subsidiaries, provides products and systems for positioning and navigation, marine automation, onshore and offshore installations, merchant marine, and safety management solutions. Its products include bridge systems and control centres, deck machinery and cranes, electrical power systems, automation, digital solutions, naval, positioning, stabilisation and manoeuvring, propulsors and propulsion, tank monitoring, loading and stability, and simulation. The company also provides navigation and positioning systems, propulsion control systems, and automation and bridge systems, as well as hardware, and software and services. In addition, it provides cargo, fisheries and aquaculture, naval and coast guard, offshore oil and gas, offshore wind, passenger vessels, research, and workboats solutions. Further, it specializes in ship design; hydrodynamic research centre; engineering services; online services; and product disposal and recycling. It serves defense, maritime, oil and gas, and aerospace industries in Norway and internationally. The company was incorporated in 2025 and is headquartered in Kongsberg, Norway."
HOLM-B.ST,Holmen AB (publ),SEK,Basic Materials,Paper & Paper Products,48770875392.0,18.72906,15.541707,0.9001305,16.81,2.93,748249984.0,0.048049998,0.0153,0.11858,0.07244,12.766,-0.132,0.011,17.31,20.86,"Holmen AB (publ) engages in the forest, paperboard, paper, wood products, and renewable energy businesses in Sweden and internationally. The company operates through Forest, Renewable Energy, Wood Products, and Board and Paper segments. Its Forest segment offers logs, pulpwood, and biofuel to sawmills, pulp mills, and board and paper mills. The Renewable energy segment provides renewable energy from hydro and wind power to the Nordic electricity market. Its Wood Products segment provides construction and joinery timber; CLT and glulam; and plus wood for pallets and packaging to construction, joinery, and packaging industries, as well as builders' merchants. The Board and Paper segment offers paperboards for consumer packaging and paper products for books, magazines, advertising, and transport packaging to brand owners, converters, wholesalers, publishers, printers, and retailers. The company was founded in 1609 and is headquartered in Stockholm, Sweden."
VIS.MC,"Viscofan, S.A.",EUR,Consumer Cyclical,Packaging & Containers,2467611136.0,15.367232,14.245164,2.7223141,10.396,6.02,91633624.0,0.17538,0.08088,0.12786001,0.15115,40.996,-0.013,0.043,3.54,3.81884,"Viscofan, S.A., together with its subsidiaries, manufactures, produces, and distributes casings in Spain, Rest of Europe, Middle East, Africa, Pacific Asia, North America, South America, and internationally. The company offers cellulose, collagen, fibrous, functional solutions, plastics, viscofan veggie, efan, edileaf, nutra-pharma collinstant, nutra-pharma satiscoll, and medical. It also provides collagen casings for processed and pre-cooked fried sausages, and dry-cured snacks, as well as collagen film cover for meat products under the Total Control Net brand. In addition, it offers fibrous casings under the TITANIUM LINE brand. Viscofan, S.A. was incorporated in 1975 and is based in Tajonar, Spain."
